"Platform","Game Summary","Publisher","3D","Title","Series","Series Order","Rating","Genre","Subgenre","IGN Score","Release Date","Developers","Players","Country of Purchase","Input Devices","Media Type","Special Edition","Discs","Packaging","Quantity","Estimated Value","Purchase Price","Purchase Date","Condition","Notes","Barcode","Item ID","Date Added", Collection/Wishlist
"DS","Animal Paradise takes place on a virtual farm where you will be tasked with becoming best friends with all the animals throughout the game.","Empire Interactive","No","Animal Paradise","","","E","","","","2008-09-23","","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$5.97","2020-02-23","Used","Complete in Case
Lukie Games","744788028404","1245999","2020-02-15 21:52:27",Collection
"DS","","Zoo","No","Animal Paradise Wild","","","E","Simulation","","","1969-12-31","","1","Canada","Handheld Console","Cartridge","","","Snap Case","1","","$18.00","2021-03-06","Sealed In Case","eBay","802068102647","1399399","2021-06-05 16:49:18",Collection
"DS","","Activision","No","Animal Planet: Emergency Vets","","","E","","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$6.50","2020-04-26","Used","Complete in Case
eBay","047875757455","1433201","2020-05-03 21:24:07",Collection
"DS","Animals around the world are depending on YOU! Journey across the globe and become a world-renowned veterinary doctor. Take on the role of either Jack or Abani, young vets working under the guidance of Dr. Rogers. Volunteer at the local vet clinics across the world and treat a variety of different animals in different settings.","Activision","No","Animal Planet: Vet Collection","","","E","Simulation","","","1969-12-31","","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$7.47","2020-09-28","Used","Complete in Case
Lukie Games","047875764187","1007107","2020-10-03 21:31:16",Collection
"DS","","Activision","No","Animal Planet: Vet Life","","","E","Simulation","","","2009-09-22","Activision","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$8.97","2020-02-16","Used","Complete in Case
Lukie Games","047875759534","1352160","2020-02-23 19:37:43",Collection
"Sega Genesis","The Brain stole Hollywood’s hottest new movie script. As the Warner Bros. CEO, I’m giving you (and the Animaniacs) the job of finding the script’s missing scenes by searching through 7 Warner Bros.’ movie sound stages filled with hilarious hijinks. Watch for Tinsel Town Traps and Movie Classic Power Ups scattered throughout the ”Ocean of Door”, ”Adventure Kingdom”, ”Sci-Fi Scene” and ”Fantastic Fantasy Zone”.","Konami","","Animaniacs","","","E","Adventure","","7.4","1994-05-14","Konami","1","United States","Controller Game Pad","Cartridge","","0","Cardboard Box","1","","","","","","096427011491","1044133","2019-01-03 15:06:05",Collection
"DS","New","Dreamcatcher","","Animates!","","","E","","","","2007-09-17","Dreamcatcher","","United States","Handheld Console","Cartridge","No","","Snap Case","1","$5.10","$5.10","2013-05-31","Complete In Case","Amazon","625904541918","1296915","2019-01-03 15:07:38",Collection
"DS","","Ubisoft","No","Anno 1701: Dawn of Discovery","","","E","Strategy","","7.5","2008-03-04","Keen Games","4","United States","Handheld Console","Cartridge","No","2","Snap Case","1","","$6.29","2011-08-06","Complete In Case","???","008888164005","1162337","2019-01-03 18:29:09",Collection
"DS","","Konami","","Ant Nation","","","E","Simulation, Strategy","","","1969-12-31","ART Co.","1","United States","Handheld Console","Cartridge","No","","Snap Case","1","$12.49","$12.49","2014-02-07","Complete In Case","eBay","083717241577","1032643","2019-01-03 15:07:38",Collection
"DS","","Bold Games","No","Aquarium DS","","","E","Simulation","","","1969-12-31","","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$6.89","2020-01-19","Used","Complete in Case
eBay","828068211851","1092459","2020-01-24 23:00:35",Collection
"Wii","","Ignition Entertainment","No","Arc Rise Fantasia","","","T","Role Playing Game","","8.5","2010-07-27","Image Epoch","1","United States","Motion Sensing Remote","DVD","No","1","Snap Case","1","$10.79","$10.79","2013-07-13","","","893384000472","1013837","2019-01-03 15:06:53",Collection
"3DS","","GameMill Entertainment","No","Are You Smarter Than A 5th Grader","","","E","Trivia","","7.1","2015-09-08","Black Lantern Studios","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$0.00","2019-11-29","Missing Manual","GameStop - Nacogdoches","834656000288","1180905","2021-06-07 21:42:04",Collection
"DS","","THQ","No","Are You Smarter Than A 5th Grader: Back To School","","","E","Trivia","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$3.47","2020-02-16","Complete In Case","Lukie Games","785138364063","1206144","2020-02-23 19:44:03",Collection
"DS","","THQ","No","Are You Smarter Than A 5th Grader: Game Time","","","E","Educational","","4.0","","THQ","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$2.74","2020-01-23","Used","Complete in Case
Lukie Games","785138362465","915582","2020-02-15 21:47:11",Collection
"DS","","THQ","","Are You Smarter Than A 5th Grader: Make The Grade","","","E","Educational","","5.5","1969-12-31","THQ","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$5.33","$5.33","2012-04-18","Complete In Case","eBay","785138361864","1391020","2019-01-03 20:17:36",Collection
"DS","","THQ","No","Are You Smarter Than a 5th Grader?","","","E","Educational","","","1969-12-31","THQ","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$2.74","2020-01-23","Complete In Case","Lukie Games","785138361437","1180904","2020-02-23 23:46:52",Collection
"DS","Used","Square Enix","","Arkanoid DS","","","E","Action","","","2008-06-17","Taito Corporation","1-4","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$4.58","$4.58","2013-05-31","Complete In Case","Amazon","662248908045","1194752","2019-01-03 20:17:26",Collection
"Nintendo 64","","3DO","","Army Men: Sarges Heores 2","","","T","First Person Shooter","","5.0","2000-09-27","3DO","1-4","United States","Controller Game Pad","Cartridge","No","","Box Set","1","$12.00","$12.00","2012-07-30","","","790561509011","1574783","2019-01-03 15:06:34",Collection
"DS","","Zoo","No","Army Men: Soldiers of Misfortune","","","E","Sandbox","","2.5","2008-11-25","Destination Software, Inc.","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$7.99","2019-12-30","Complete In Case","Game Over - I-35","802068101664","1545414","2020-01-21 22:09:35",Collection
"DS","Learn to draw and paint","Nintendo","No","Art Academy","","","E","Adult, Board, Educational","","6,5","2010-10-25","Headstrong Games Ltd.","3","United Kingdom","Handheld Console","Cartridge","","","Snap Case","1","","$6.97","2020-01-23","Used","Complete in Case
Lukie Games","045496741020","1031737","2020-02-15 23:27:40",Collection
"3DS","Learn to draw and paint","Nintendo","No","Art Academy","","","E","Adult, Board, Educational","","8.0","2012-10-01","Headstrong Games","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$5.40","2020-02-23","Complete In Case","GameStop - Dellview","045496742119","1031739","2020-02-23 22:19:48",Collection
"Sega Genesis","","Sega","","Art Alive","","","E","Educational","","","1991-01-01","","1","France","Controller Game Pad","Memory Card","","","Thick Snap Case","1","","","","","","010086017038","1035966","2019-01-03 15:06:04",Collection
"DS","Need new","Atari","","Arthur and The Invisibles","","","E","Action, Adventure, Fantasy","","","1969-12-31","","","United States","Handheld Console","Cartridge","No","","Snap Case","1","$4.49","$4.49","2011-12-28","Complete In Case","???","742725273931","990895","2019-01-03 15:07:38",Collection
"DS","","DSI Games","No","Artic Tale","","","E","Adventure","","","1969-12-31","","2","United States","Handheld Console","Cartridge","","","Snap Case","1","","$2.97","2020-02-16","Used","Complete in Case
Lukie Games","802068101275","1044636","2020-02-23 19:56:54",Collection
"DS","","Gameloft","No","Asphalt 2: Urban GT","","","E10+","Racing","","","1969-12-31","","4","United States","Handheld Console","Cartridge","","","Snap Case","1","","$11.97","2020-02-16","Used","Complete in Case
Lukie Games","008888162896","1024751","2020-02-23 20:11:45",Collection
"3DS","3DS Game","Ubisoft","Yes","Asphalt 3D","","","","Racing","","3.0","2011-03-27","Ubisoft","6","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$9.99","$9.99","2011-11-28","Opened to let mom’s students use","Amazon","008888166696","1058611","2019-01-03 21:49:21",Collection
"DS","","Ubisoft","No","Asphalt: Urban GT","","","E","Racing","","5.5","2004-11-17","Gameloft","4","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$5.00","$5.00","2013-07-12","Complete In Case","eBay","008888162193","952266","2019-01-03 20:18:09",Collection
"Xbox 360","Assassin’s Creed II is an epic historical action-adventure stealth video game developed by Ubisoft Montreal and published by Ubisoft for PlayStation 3, Xbox 360, Microsoft Windows and OS X. It is the second video game installment of the Assassin’s Creed series, and is a direct sequel to the 2007 video game Assassin’s Creed. The frame story is set in the 21st century, with player-controlled protagonist Desmond Miles escaping from Abstergo Industries with an employee, Lucy Stillman, after being forced to relive the genetic memories of ancestral assassin Altaïr Ibn-La’Ahad through a machine known as the ”Animus”. After escaping from Abstergo, Desmond enters a device which is more advanced than the original Animus, the Animus 2.0, and relives the genetic memories of ancestral nobleman Ezio Auditore da Firenze, who lived during the Renaissance period of the late 15th and early 16th centuries in Italy. The player controls Ezio, who becomes an Assassin after his father and brothers are murdered by a traitor to their family. While controlling Ezio, the player can explore game renditions of Italian cities, regions, and landmarks in open world gameplay.","Ubisoft","No","Assassin’s Creed 2","","","M","Adventure, Stealth","","9.2","2009-11-17","Ubisoft Montreal","1","United States","Controller Game Pad","DVD","No","1","Colored Snap Case","1","","","","","","008888525349","1186498","2019-01-03 15:06:07",Collection
"Xbox 360","+DLC l’affaire copernic","Ubisoft","No","Assassin’s Creed Brotherhood","","","M","Adventure","","8.0","2010-11-16","Ubisoft","1","Mexico","Controller Game Pad","DVD","No","1","Colored Snap Case","1","","","","","","008888526254","1100780","2019-01-03 15:06:07",Collection
"Wii U","Assassin’s Creed III is a 2012 action-adventure video game developed by Ubisoft Montreal and published by Ubisoft for PlayStation 3, Xbox 360, Wii U, and Microsoft Windows. It is the fifth major installment in the Assassin’s Creed series, and a direct sequel to 2011’s Assassin’s Creed: Revelations. The game was released worldwide for PlayStation 3 and Xbox 360, beginning in North America on October 30, 2012, with a Wii U and Microsoft Windows release following in November 2012.

The plot is set in a fictional history of real world events and follows the centuries old struggle between the Assassins, who fight for peace with free will, and the Templars, who desire peace through control. The framing story is set in the 21st century and features series protagonist Desmond Miles who, with the aid of a machine known as the Animus, relives the memories of his ancestors to find a way to avert the 2012 apocalypse. The story proper is set in the 18th century, before, during and after the American Revolution from 1753 to 1783, and follows Desmond’s half-English, half-Mohawk ancestor, Ratonhnhaké:ton (/ˈrəduːnˈhəɡeɪduːn/), also known as Connor, as he fights the Templars’ attempts to gain control of the colonies.

Assassin’s Creed III is set in an open world and presented from the third-person perspective with a primary focus on using Desmond and Connor’s combat and stealth abilities to eliminate targets and explore the environment. Connor is able to freely explore 18th-century Boston, New York and the American frontier to complete side missions away from the primary storyline. The game also features a multiplayer component, allowing players to compete online to complete solo and team based objectives including assassinations and evading pursuers. Ubisoft developed a new game engine, Anvil Next, for the game.[11]

The game received mostly positive reviews from critics and was a massive commercial success, selling more than 12 million copies worldwide. A continuation of the series, entitled Assassin’s Creed IV: Black Flag, was released in October 2013, and follows Ratonhnhaké:ton’s grandfather - Edward Kenway - a pirate and Assassin operating in the Caribbean.[12]","Ubisoft","No","Assassin’s Creed III","","","M","Action, Adventure, Stealth","","8.5","2012-11-18","Ubisoft Montreal","1","United States","Controller Game Pad","Blu-Ray Disc","","1","Colored Snap Case","1","","$0.00","2019-12-28","Complete In Case","GameStop - Nacogdoches","008888187233","1214326","2020-03-02 12:47:13",Collection
